CONCLIENTE,dataNascimentoCliente,sexoCliente,CONINSCRICAO,CONPRODUTO,periodicidadeCobranca,parcelamento,CONITEMCONTRATADO,codigoSistemaItemContratado,dataInicioVigenciaCobertura,prazoContribuicao,prazoCobertura,prazoDecrescimoItemContratado,prazoCertoRendaItemContratado,prazoMinimoGarantidoRendaItemContratado,indiceReajusteItemContratado,valorCapitalSeguradoItemContratadoInicial,CONITEMCONTRATADOBENEFICIARIO,percentualParticipacaoBeneficio,CONBENEFICIARIO,dataNascimentoBeneficiario,sexoBeneficiario
7594452,1974-05-10,M,16299367,1072,MENSAL,1,95849686,204377,2022-01-07,20,20,,,,IPCA,600000.0,1904607.0,25.0,3757288.0,1972-06-02,FEMININO
7596619,1976-09-05,M,16301836,1072,MENSAL,1,95849690,204377,2022-01-07,15,15,,,,IPCA,500000.0,,,,,
7594582,1994-12-30,M,16299603,1076,TRIMESTRAL,1,95849700,204376,2022-01-07,10,9999,20.0,,,IPCA,400000.0,1908219.0,100.0,3633099.0,1965-05-30,FEMININO
7594582,1994-12-30,M,16299604,1072,TRIMESTRAL,1,95849701,204377,2022-01-07,10,10,,,,IPCA,700000.0,1902333.0,100.0,3633099.0,1965-05-30,FEMININO
7594540,1988-01-26,F,16299523,1072,MENSAL,1,95849707,204377,2022-02-11,10,10,,,,IPCA,2000000.0,1911500.0,100.0,3633053.0,1987-10-07,NÃO INFORMADO
7596566,1978-07-27,M,16301790,1072,MENSAL,1,95849714,204377,2022-01-07,10,10,,,,IPCA,450000.0,,,,,
1899050,1983-11-04,M,16299493,1072,MENSAL,1,95849719,204377,2022-01-07,20,20,,,,IPCA,1500000.0,1928755.0,100.0,2617144.0,1983-12-27,NÃO INFORMADO
7596128,1972-07-06,M,16301509,1073,SEMESTRAL,1,95849809,204373,2022-01-07,9999,9999,,,,IPCA,400000.0,1925454.0,100.0,3633262.0,1992-08-06,NÃO INFORMADO
985412,1974-02-06,M,16301485,1072,MENSAL,1,95849811,204377,2022-01-07,10,10,,,,IPCA,500000.0,1922138.0,100.0,3633253.0,1974-09-02,NÃO INFORMADO
7596448,1987-03-31,M,16301723,1072,MENSAL,1,95849815,204377,2022-01-07,10,10,,,,IPCA,1000000.0,,,,,
470127,1968-06-27,M,16299556,1074,ANUAL,1,95849819,204374,2022-02-17,10,9999,,,,IPCA,1625276.71,1944793.0,100.0,2972099.0,1971-04-25,NÃO INFORMADO
7598916,1998-02-20,F,16305168,895,MENSAL,1,95864868,203045,2022-01-08,25,9999,,,,IPCA,100.0,1452945.0,100.0,3633727.0,1967-04-13,FEMININO
5994481,1983-04-11,M,16306146,1072,MENSAL,1,95864879,204377,2022-01-08,15,15,,,,IPCA,600000.0,1459683.0,25.0,3633831.0,2015-12-11,MASCULINO
5994481,1983-04-11,M,16306146,1072,MENSAL,1,95864879,204377,2022-01-08,15,15,,,,IPCA,600000.0,1459835.0,50.0,3633830.0,1979-03-07,NÃO INFORMADO
5994481,1983-04-11,M,16306146,1072,MENSAL,1,95864879,204377,2022-01-08,15,15,,,,IPCA,600000.0,1460396.0,25.0,3633832.0,2018-02-10,MASCULINO
7598084,1972-02-28,M,16303216,1075,MENSAL,1,95864894,204375,2022-01-21,15,9999,10.0,,,IPCA,400000.0,1585821.0,100.0,3633599.0,1973-11-27,NÃO INFORMADO
685836,1990-05-16,M,16304837,1072,MENSAL,1,95864967,204377,2022-02-11,10,10,,,,IPCA,400000.0,1777490.0,100.0,2628521.0,1966-09-07,FEMININO
7598058,1977-03-12,F,16302923,688,MENSAL,1,95865136,151019,2022-01-08,10,10,,,,IPCA,25000.0,1886178.0,50.0,3633593.0,1999-05-22,MASCULINO
7598058,1977-03-12,F,16302923,688,MENSAL,1,95865136,151019,2022-01-08,10,10,,,,IPCA,25000.0,1886586.0,50.0,3633592.0,1983-03-29,NÃO INFORMADO
1111066,1973-11-08,M,16306137,1072,MENSAL,1,95865143,204377,2022-01-08,10,10,,,,IPCA,500000.0,1892010.0,100.0,3633839.0,1995-07-18,MASCULINO
7598950,2005-12-09,F,16305278,895,MENSAL,1,95865146,203045,2022-01-08,20,9999,,,,IPCA,200000.0,,,,,
4398166,1981-10-14,M,16305087,895,MENSAL,1,95865153,203045,2022-01-08,15,9999,,,,IPCA,89103.36,1893184.0,30.0,3633712.0,2007-06-25,FEMININO
4398166,1981-10-14,M,16305087,895,MENSAL,1,95865153,203045,2022-01-08,15,9999,,,,IPCA,89103.36,1893387.0,30.0,3326090.0,2018-02-01,MASCULINO
4398166,1981-10-14,M,16305087,895,MENSAL,1,95865153,203045,2022-01-08,15,9999,,,,IPCA,89103.36,1893642.0,40.0,3326089.0,1989-09-11,FEMININO
7598946,1975-01-30,F,16305283,896,MENSAL,1,95865154,203046,2022-01-08,9999,9999,30.0,,,IPCA,200000.0,1891987.0,50.0,3633738.0,2017-06-14,MASCULINO
7598946,1975-01-30,F,16305283,896,MENSAL,1,95865154,203046,2022-01-08,9999,9999,30.0,,,IPCA,200000.0,1892090.0,50.0,3633737.0,2005-10-31,MASCULINO
7598917,1995-02-06,M,16305290,895,MENSAL,1,95865163,203045,2022-01-08,30,9999,,,,IPCA,138320.6,,,,,
7598203,1982-03-16,M,16303276,1074,ANUAL,1,95865199,204374,2022-01-08,10,9999,,,,IPCA,5500000.0,1906947.0,100.0,3633606.0,1984-03-17,NÃO INFORMADO
2185871,1975-10-25,M,16303287,1072,MENSAL,1,95865200,204377,2022-01-08,25,25,,,,IPCA,750000.0,1908797.0,40.0,3633620.0,1977-07-27,FEMININO
2185871,1975-10-25,M,16303287,1072,MENSAL,1,95865200,204377,2022-01-08,25,25,,,,IPCA,750000.0,1908950.0,30.0,3633623.0,2011-09-26,FEMININO
2185871,1975-10-25,M,16303287,1072,MENSAL,1,95865200,204377,2022-01-08,25,25,,,,IPCA,750000.0,1909357.0,30.0,3633621.0,2002-05-01,MASCULINO
5164113,1973-11-25,F,16304085,688,MENSAL,1,95865205,151019,2022-03-05,20,20,,,,IPCA,220000.0,,,,,
7598894,1985-10-25,M,16305071,1072,ANUAL,1,95865227,204377,2022-01-08,20,20,,,,IPCA,1000000.0,1921260.0,80.0,3633707.0,1980-08-18,NÃO INFORMADO
7598894,1985-10-25,M,16305071,1072,ANUAL,1,95865227,204377,2022-01-08,20,20,,,,IPCA,1000000.0,1921464.0,20.0,3633708.0,2015-01-12,MASCULINO
2967025,1971-06-13,F,16306152,1072,MENSAL,1,95865232,204377,2022-01-08,10,10,,,,IPCA,500000.0,1921159.0,33.0,3633834.0,1971-11-10,NÃO INFORMADO
2967025,1971-06-13,F,16306152,1072,MENSAL,1,95865232,204377,2022-01-08,10,10,,,,IPCA,500000.0,1921210.0,33.0,709492.0,2012-09-03,MASCULINO
2967025,1971-06-13,F,16306152,1072,MENSAL,1,95865232,204377,2022-01-08,10,10,,,,IPCA,500000.0,1922025.0,34.0,3633833.0,2014-06-20,MASCULINO
7598749,1969-07-07,M,16304829,1072,MENSAL,1,95865243,204377,2022-01-08,15,15,,,,IPCA,400000.0,,,,,
7598747,1972-08-23,F,16304824,1072,MENSAL,1,95865247,204377,2022-01-08,15,15,,,,IPCA,400000.0,,,,,
2432223,1985-11-05,M,16302259,1072,MENSAL,1,95865251,204377,2022-01-08,10,10,,,,IPCA,1348079.34,,,,,
7599421,1979-04-19,F,16306159,1075,MENSAL,1,95865256,204375,2022-01-08,9999,9999,30.0,,,IPCA,400000.0,1925506.0,50.0,3719613.0,1979-04-23,MASCULINO
7599421,1979-04-19,F,16306159,1075,MENSAL,1,95865256,204375,2022-01-08,9999,9999,30.0,,,IPCA,400000.0,1925851.0,50.0,3633840.0,1998-03-29,MASCULINO
7599431,1949-01-11,F,16306161,1073,ANUAL,1,95865258,204373,2022-01-08,9999,9999,,,,IPCA,1089408.2,1920469.0,100.0,3633868.0,1946-07-16,FEMININO
4418295,1970-05-11,F,16304832,1072,MENSAL,1,95865259,204377,2022-01-08,15,15,,,,IPCA,400000.0,,,,,
7598207,1988-12-09,F,16303282,1072,MENSAL,1,95865263,204377,2022-01-08,30,30,,,,IPCA,1000000.0,1920678.0,100.0,3633618.0,1990-03-29,MASCULINO
7598014,1970-10-06,M,16302911,1072,MENSAL,1,95865268,204377,2022-01-08,10,10,,,,IPCA,10000000.0,1944539.0,16.66,3633584.0,2005-01-24,FEMININO
7598014,1970-10-06,M,16302911,1072,MENSAL,1,95865268,204377,2022-01-08,10,10,,,,IPCA,10000000.0,1944590.0,16.68,3633582.0,1996-07-19,FEMININO
7598014,1970-10-06,M,16302911,1072,MENSAL,1,95865268,204377,2022-01-08,10,10,,,,IPCA,10000000.0,1944691.0,16.66,3633583.0,2000-02-07,FEMININO
7598014,1970-10-06,M,16302911,1072,MENSAL,1,95865268,204377,2022-01-08,10,10,,,,IPCA,10000000.0,1945354.0,50.0,3633585.0,1969-03-25,FEMININO
7598746,1990-03-29,M,16304819,1072,MENSAL,1,95865270,204377,2022-01-08,30,30,,,,IPCA,1000000.0,1922075.0,100.0,3633684.0,1988-12-09,FEMININO
2435127,1977-06-17,M,16302263,1072,MENSAL,1,95865275,204377,2022-01-08,10,10,,,,IPCA,1000000.0,1944692.0,100.0,2607272.0,1985-03-19,NÃO INFORMADO
7599427,1991-05-31,F,16306162,1072,MENSAL,1,95865280,204377,2022-01-08,30,30,,,,IPCA,500000.0,1921986.0,100.0,3633862.0,1960-08-21,FEMININO
3934723,1966-10-06,M,16304847,1072,MENSAL,1,95865288,204377,2022-02-21,10,10,,,,IPCA,1000000.0,1920054.0,100.0,3633690.0,1965-04-25,NÃO INFORMADO
5513964,1963-01-28,F,16313070,1072,MENSAL,1,95890284,204377,2022-02-21,15,15,,,,IPCA,750000.0,,,,,
4210931,1963-01-28,F,16313058,1072,MENSAL,1,95890286,204377,2022-02-21,15,15,,,,IPCA,400000.0,,,,,
6384542,1982-04-04,F,16313055,1075,MENSAL,1,95890364,204375,2022-01-11,30,9999,20.0,,,IPCA,400000.0,1785862.0,25.0,3492255.0,1999-07-05,MASCULINO
6384542,1982-04-04,F,16313055,1075,MENSAL,1,95890364,204375,2022-01-11,30,9999,20.0,,,IPCA,400000.0,1786015.0,25.0,3492223.0,2003-01-05,MASCULINO
6384542,1982-04-04,F,16313055,1075,MENSAL,1,95890364,204375,2022-01-11,30,9999,20.0,,,IPCA,400000.0,1786321.0,25.0,3492256.0,2003-01-05,MASCULINO
6384542,1982-04-04,F,16313055,1075,MENSAL,1,95890364,204375,2022-01-11,30,9999,20.0,,,IPCA,400000.0,1786678.0,25.0,3492222.0,1979-12-08,NÃO INFORMADO
7483390,1978-03-15,M,16313057,1072,MENSAL,1,95890372,204377,2022-01-11,15,15,,,,IPCA,400000.0,1779065.0,15.0,3614891.0,2007-07-20,MASCULINO
7483390,1978-03-15,M,16313057,1072,MENSAL,1,95890372,204377,2022-01-11,15,15,,,,IPCA,400000.0,1779116.0,35.0,3614890.0,1943-03-17,FEMININO
7483390,1978-03-15,M,16313057,1072,MENSAL,1,95890372,204377,2022-01-11,15,15,,,,IPCA,400000.0,1779270.0,35.0,3614888.0,1943-08-12,MASCULINO
7483390,1978-03-15,M,16313057,1072,MENSAL,1,95890372,204377,2022-01-11,15,15,,,,IPCA,400000.0,1779780.0,15.0,3614889.0,2010-04-25,MASCULINO
7599672,1983-01-31,F,16309015,1072,MENSAL,1,95890386,204377,2022-01-11,10,10,,,,IPCA,5000000.0,1809502.0,50.0,3634604.0,1967-02-02,MASCULINO
7599672,1983-01-31,F,16309015,1072,MENSAL,1,95890386,204377,2022-01-11,10,10,,,,IPCA,5000000.0,1809859.0,50.0,3634603.0,1957-09-12,FEMININO
7242586,1985-08-08,M,16313074,1074,ANUAL,1,95890398,204374,2022-01-11,10,9999,,,,IPCA,500000.0,1825239.0,50.0,3634871.0,1981-10-24,MASCULINO
7242586,1985-08-08,M,16313074,1074,ANUAL,1,95890398,204374,2022-01-11,10,9999,,,,IPCA,500000.0,1825391.0,50.0,3634870.0,1983-09-02,MASCULINO
7600485,1976-08-18,M,16313104,896,MENSAL,1,95890533,203046,2022-01-11,9999,9999,30.0,,,IPCA,400000.0,1892344.0,100.0,3634778.0,1978-05-19,MASCULINO
7599577,1972-09-25,M,16309025,1072,MENSAL,1,95890646,204377,2022-01-11,20,20,,,,IPCA,400000.0,,,,,
7601194,1982-04-25,F,16319401,1072,MENSAL,1,95962419,204377,2022-01-18,25,25,,,,IPCA,500000.0,1224539.0,35.0,3634859.0,2018-10-15,MASCULINO
7601194,1982-04-25,F,16319401,1072,MENSAL,1,95962419,204377,2022-01-18,25,25,,,,IPCA,500000.0,1224641.0,35.0,3634858.0,2009-08-25,MASCULINO
7601194,1982-04-25,F,16319401,1072,MENSAL,1,95962419,204377,2022-01-18,25,25,,,,IPCA,500000.0,1224743.0,30.0,3634860.0,1972-04-27,NÃO INFORMADO
7601513,1987-12-07,M,16320302,896,MENSAL,1,95962441,203046,2022-01-12,15,9999,20.0,,,IPCA,400000.0,1213998.0,100.0,3635024.0,1984-04-07,FEMININO
7600942,1983-05-20,M,16319402,1072,MENSAL,1,95962442,204377,2022-01-11,10,10,,,,IPCA,2000000.0,1242310.0,100.0,3643232.0,2022-01-01,
7602798,1986-05-12,M,16325411,1072,MENSAL,1,95962443,204377,2022-01-12,10,10,,,,IPCA,2000000.0,1214569.0,100.0,3643220.0,2022-01-01,
7569696,1977-11-10,F,16313081,895,MENSAL,1,95962467,203045,2022-01-11,15,9999,,,,IPCA,180000.0,,,,,
7600954,1978-09-16,F,16319700,895,MENSAL,1,95962471,203045,2022-01-11,16,9999,,,,IPCA,50000.0,,,,,
7602908,1988-07-17,M,16325412,1075,MENSAL,1,95962572,204375,2022-01-12,30,9999,20.0,,,IPCA,2000000.0,1749846.0,33.0,3636701.0,1958-06-09,
7602908,1988-07-17,M,16325412,1075,MENSAL,1,95962572,204375,2022-01-12,30,9999,20.0,,,IPCA,2000000.0,1750101.0,33.0,3636700.0,1965-05-04,
7602908,1988-07-17,M,16325412,1075,MENSAL,1,95962572,204375,2022-01-12,30,9999,20.0,,,IPCA,2000000.0,1750152.0,34.0,3636699.0,1992-08-21,
5140252,1984-05-14,F,16325178,1072,MENSAL,1,95962599,204377,2022-01-12,20,20,,,,IPCA,1000000.0,1768016.0,100.0,3183311.0,1982-11-21,NÃO INFORMADO
7600687,1985-07-23,F,16319527,1075,MENSAL,1,95962603,204375,2022-01-11,9999,9999,10.0,,,IPCA,400000.0,,,,,
7601038,1992-11-21,F,16319528,896,MENSAL,1,95962610,203046,2022-01-11,20,9999,30.0,,,IPCA,200000.0,,,,,
4969662,1962-01-28,F,16319438,896,ANUAL,1,95962616,203046,2022-01-11,20,9999,20.0,,,IPCA,120000.0,1807851.0,33.0,3639199.0,1989-02-16,MASCULINO
4969662,1962-01-28,F,16319438,896,ANUAL,1,95962616,203046,2022-01-11,20,9999,20.0,,,IPCA,120000.0,1808208.0,34.0,3639198.0,1994-06-20,MASCULINO
4969662,1962-01-28,F,16319438,896,ANUAL,1,95962616,203046,2022-01-11,20,9999,20.0,,,IPCA,120000.0,1808667.0,33.0,3639200.0,1993-03-29,MASCULINO
7601504,1975-04-18,M,16320226,1075,MENSAL,1,95962627,204375,2022-01-12,9999,9999,30.0,,,IPCA,400000.0,,,,,
7600667,1956-10-25,F,16319357,1072,MENSAL,1,95962681,204377,2022-02-11,10,10,,,,IPCA,400000.0,1856355.0,33.0,3634844.0,1981-12-17,MASCULINO
7600667,1956-10-25,F,16319357,1072,MENSAL,1,95962681,204377,2022-02-11,10,10,,,,IPCA,400000.0,1856558.0,33.0,3634846.0,1980-07-16,MASCULINO
7600667,1956-10-25,F,16319357,1072,MENSAL,1,95962681,204377,2022-02-11,10,10,,,,IPCA,400000.0,1856865.0,34.0,3634845.0,1977-03-08,MASCULINO
7602096,1994-07-28,F,16324620,688,MENSAL,1,95962734,151019,2022-01-12,10,10,,,,IPCA,200000.0,1858595.0,50.0,3635062.0,1981-09-09,MASCULINO
7602096,1994-07-28,F,16324620,688,MENSAL,1,95962734,151019,2022-01-12,10,10,,,,IPCA,200000.0,1858798.0,50.0,3635061.0,2006-05-04,MASCULINO
7600703,1988-08-25,M,16319617,1072,MENSAL,1,95962796,204377,2022-01-11,20,20,,,,IPCA,1000000.0,1874366.0,25.0,3634842.0,2021-11-04,MASCULINO
7600703,1988-08-25,M,16319617,1072,MENSAL,1,95962796,204377,2022-01-11,20,20,,,,IPCA,1000000.0,1874468.0,50.0,3634841.0,1994-04-16,NÃO INFORMADO
7600703,1988-08-25,M,16319617,1072,MENSAL,1,95962796,204377,2022-01-11,20,20,,,,IPCA,1000000.0,1874876.0,25.0,3634843.0,1966-08-11,FEMININO
7601757,1992-05-26,M,16320451,1072,MENSAL,1,95962848,204377,2022-01-12,30,30,,,,IPCA,537000.0,,,,,
7601598,1984-01-20,M,16320319,896,MENSAL,1,95962856,203046,2022-02-21,21,9999,20.0,,,IPCA,65000.0,,,,,
7601868,1985-01-10,M,16324326,896,MENSAL,1,95962866,203046,2022-01-12,9999,9999,30.0,,,IPCA,150000.0,,,,,
3957211,1964-09-12,M,16324260,896,MENSAL,1,95962878,203046,2022-01-12,9999,9999,10.0,,,IPCA,220000.0,,,,,
7601169,1991-08-21,M,16319341,895,MENSAL,1,95962889,203045,2022-02-16,15,9999,,,,IPCA,85000.0,,,,,
367099,1991-02-19,F,16320697,895,MENSAL,1,95962895,203045,2022-01-12,20,9999,,,,IPCA,60000.0,,,,,
430672,1969-10-07,M,16325202,895,MENSAL,1,95962899,203045,2022-02-21,9999,9999,,,,IPCA,78271.94,1892038.0,100.0,2033066.0,2004-01-09,MASCULINO
7602884,1987-05-05,M,16325916,895,MENSAL,1,95962900,203045,2022-01-12,15,9999,,,,IPCA,300000.0,1914189.0,100.0,3635126.0,1992-05-01,FEMININO
7602644,1992-10-05,F,16325305,895,MENSAL,1,95962909,203045,2022-01-12,30,9999,,,,IPCA,400000.0,,,,,
6900944,1993-12-13,M,16320885,895,MENSAL,1,95962913,203045,2022-01-12,20,9999,,,,IPCA,174070.01,1892738.0,100.0,3582777.0,1973-03-27,MASCULINO
3771347,1974-12-29,F,16324293,895,MENSAL,1,95962914,203045,2022-01-12,9999,9999,,,,IPCA,52000.0,1887196.0,50.0,3386166.0,2004-04-17,MASCULINO
3771347,1974-12-29,F,16324293,895,MENSAL,1,95962914,203045,2022-01-12,9999,9999,,,,IPCA,52000.0,1887452.0,50.0,3386167.0,2008-05-18,MASCULINO
7600841,1977-11-16,F,16319409,1075,MENSAL,1,95963026,204375,2022-01-11,20,9999,20.0,,,IPCA,1000000.0,1900757.0,75.0,3634881.0,1982-06-09,NÃO INFORMADO
7600841,1977-11-16,F,16319409,1075,MENSAL,1,95963026,204375,2022-01-11,20,9999,20.0,,,IPCA,1000000.0,1900809.0,25.0,3634882.0,1976-08-21,MASCULINO
7600841,1977-11-16,F,16319411,1073,MENSAL,1,95963030,204373,2022-01-11,20,9999,,,,IPCA,500000.0,1900452.0,25.0,3634879.0,1976-08-21,MASCULINO
7600841,1977-11-16,F,16319411,1073,MENSAL,1,95963030,204373,2022-01-11,20,9999,,,,IPCA,500000.0,1901064.0,75.0,3634878.0,1982-06-09,NÃO INFORMADO
7600995,1985-03-11,M,16319532,1072,ANUAL,1,95963031,204377,2022-01-11,20,20,,,,IPCA,400000.0,1902312.0,100.0,3634857.0,1987-06-26,NÃO INFORMADO
7600653,1973-06-08,F,16319343,1072,MENSAL,1,95963038,204377,2022-01-11,15,15,,,,IPCA,500000.0,1921849.0,100.0,3634877.0,1962-12-04,MASCULINO
7601518,1987-01-11,M,16320209,1075,ANUAL,1,95963046,204375,2022-01-12,20,9999,20.0,,,IPCA,1400000.0,,,,,
7602645,1990-01-12,M,16325419,1072,MENSAL,1,95963084,204377,2022-01-12,20,20,,,,IPCA,680000.0,1907811.0,100.0,3635083.0,1990-08-24,FEMININO
3332446,1980-10-13,M,16325180,1072,MENSAL,1,95963087,204377,2022-01-12,20,20,,,,IPCA,540000.0,,,,,
7600950,1991-11-14,M,16319448,1072,MENSAL,1,95963127,204377,2022-01-11,30,30,,,,IPCA,400000.0,1920954.0,33.0,3634864.0,2021-09-14,MASCULINO
7600950,1991-11-14,M,16319448,1072,MENSAL,1,95963127,204377,2022-01-11,30,30,,,,IPCA,400000.0,1921006.0,33.0,3634865.0,2021-09-11,MASCULINO
7600950,1991-11-14,M,16319448,1072,MENSAL,1,95963127,204377,2022-01-11,30,30,,,,IPCA,400000.0,1921822.0,34.0,3634866.0,1964-01-10,FEMININO
7601159,1974-10-13,M,16319072,1074,ANUAL,1,95963133,204374,2022-01-11,10,9999,,,,IPCA,1500000.0,,,,,
7602591,1986-05-30,M,16325312,1072,MENSAL,1,95963137,204377,2022-01-12,30,30,,,,IPCA,500000.0,1921261.0,100.0,3635044.0,1989-03-01,NÃO INFORMADO
7600676,1984-10-05,M,16319058,1072,MENSAL,1,95963141,204377,2022-01-11,20,20,,,,IPCA,400000.0,1920882.0,100.0,3634854.0,1985-05-06,NÃO INFORMADO
3132633,1980-09-19,M,16320072,1072,MENSAL,1,95963150,204377,2022-01-12,10,10,,,,IPCA,700000.0,,,,,
7602855,1993-07-13,M,16325922,1072,ANUAL,1,95963159,204377,2022-01-12,15,15,,,,IPCA,700000.0,1945201.0,100.0,3635052.0,1996-04-24,MASCULINO
4360308,1987-08-11,M,16320252,1075,MENSAL,1,95963166,204375,2022-01-12,20,9999,20.0,,,IPCA,600000.0,1920576.0,100.0,3635046.0,1988-12-25,NÃO INFORMADO
4360308,1987-08-11,M,16320256,1072,MENSAL,1,95963167,204377,2022-01-12,20,20,,,,IPCA,550000.0,1926208.0,100.0,3635046.0,1988-12-25,NÃO INFORMADO
478135,1989-06-10,M,16320154,1072,MENSAL,1,95963172,204377,2022-01-12,25,25,,,,IPCA,600000.0,1921465.0,100.0,3143144.0,1988-03-22,NÃO INFORMADO
4598197,1982-03-26,F,16325191,1072,MENSAL,1,95963179,204377,2022-02-02,20,20,,,,IPCA,500000.0,1921311.0,50.0,3508270.0,1983-08-20,MASCULINO
4598197,1982-03-26,F,16325191,1072,MENSAL,1,95963179,204377,2022-02-02,20,20,,,,IPCA,500000.0,1921362.0,50.0,2919782.0,2017-09-05,MASCULINO
4073074,1988-01-19,F,16313092,1072,MENSAL,1,95963181,204377,2022-01-11,10,10,,,,IPCA,500000.0,1925852.0,50.0,2939504.0,2014-02-05,MASCULINO
4073074,1988-01-19,F,16313092,1072,MENSAL,1,95963181,204377,2022-01-11,10,10,,,,IPCA,500000.0,1926209.0,50.0,2939503.0,2011-11-18,MASCULINO
1408409,1966-02-17,F,16325185,1075,MENSAL,1,95963190,204375,2022-01-12,30,9999,10.0,,,IPCA,400000.0,1922026.0,100.0,611942.0,1995-10-31,MASCULINO
4670283,1984-09-27,M,16325192,1072,MENSAL,1,95963191,204377,2022-01-12,30,30,,,,IPCA,1000000.0,1925546.0,100.0,3635189.0,1989-12-15,FEMININO
6732093,1970-09-06,F,16325195,1072,MENSAL,1,95963193,204377,2022-01-12,20,20,,,,IPCA,400000.0,,,,,
7602970,1989-08-10,M,16325931,1072,MENSAL,1,95963195,204377,2022-01-12,30,30,,,,IPCA,1000000.0,1925751.0,20.0,3635088.0,1952-04-06,MASCULINO
7602970,1989-08-10,M,16325931,1072,MENSAL,1,95963195,204377,2022-01-12,30,30,,,,IPCA,1000000.0,1925904.0,60.0,3635085.0,1994-01-30,FEMININO
7602970,1989-08-10,M,16325931,1072,MENSAL,1,95963195,204377,2022-01-12,30,30,,,,IPCA,1000000.0,1926056.0,20.0,3635084.0,1964-05-12,FEMININO
820200,1971-03-04,M,16320659,688,MENSAL,1,95963417,151019,2022-01-12,10,10,,,,IPCA,20000.0,,,,,
7427572,1978-09-29,M,16327697,896,MENSAL,1,95998463,203046,2022-01-13,20,9999,20.0,,,IPCA,300000.0,,,,,
5022596,1966-01-31,M,16327456,1073,MENSAL,1,95998473,204373,2022-01-13,30,9999,,,,IPCA,500000.0,1517029.0,100.0,3635213.0,1967-04-18,NÃO INFORMADO
7602988,1990-08-17,M,16326568,1073,MENSAL,1,95998486,204373,2022-01-12,30,9999,,,,IPCA,750000.0,1530393.0,100.0,3635188.0,1989-02-02,NÃO INFORMADO
7614113,1993-02-26,F,16331565,1075,MENSAL,1,95998596,204375,2022-01-13,9999,9999,20.0,,,IPCA,400000.0,1682577.0,100.0,3635575.0,2016-05-20,MASCULINO
7614113,1993-02-26,F,16331566,1072,MENSAL,1,95998597,204377,2022-01-13,30,30,,,,IPCA,500000.0,1683459.0,100.0,3635575.0,2016-05-20,MASCULINO
7614126,1973-03-12,F,16331397,1072,MENSAL,1,95998632,204377,2022-01-13,15,15,,,,IPCA,400000.0,1780757.0,50.0,3635662.0,2006-08-19,MASCULINO
7614126,1973-03-12,F,16331397,1072,MENSAL,1,95998632,204377,2022-01-13,15,15,,,,IPCA,400000.0,1780859.0,50.0,3635528.0,2013-10-26,MASCULINO
7522651,1960-10-18,M,16328246,1075,MENSAL,1,95998639,204375,2022-01-13,30,9999,30.0,,,IPCA,400000.0,,,,,
7602993,1986-04-04,M,16326574,1075,MENSAL,1,95998642,204375,2022-01-12,20,9999,20.0,,,IPCA,400000.0,,,,,
7602993,1986-04-04,M,16326575,1072,MENSAL,1,95998643,204377,2022-01-12,20,20,,,,IPCA,1100000.0,,,,,
1837721,1977-03-25,M,16326789,1075,MENSAL,1,95998653,204375,2022-02-11,25,9999,20.0,,,IPCA,400000.0,1779474.0,50.0,3635211.0,2019-07-15,MASCULINO
1837721,1977-03-25,M,16326789,1075,MENSAL,1,95998653,204375,2022-02-11,25,9999,20.0,,,IPCA,400000.0,1780035.0,50.0,3635210.0,1977-11-04,NÃO INFORMADO
1837721,1977-03-25,M,16326790,1072,MENSAL,1,95998654,204377,2022-02-11,20,20,,,,IPCA,600000.0,1786322.0,50.0,3635211.0,2019-07-15,MASCULINO
1837721,1977-03-25,M,16326790,1072,MENSAL,1,95998654,204377,2022-02-11,20,20,,,,IPCA,600000.0,1786425.0,50.0,3635210.0,1977-11-04,NÃO INFORMADO
7602985,1979-11-05,F,16326583,1072,MENSAL,1,95998661,204377,2022-01-12,20,20,,,,IPCA,400000.0,1779066.0,70.0,3635177.0,1955-01-22,FEMININO
7602985,1979-11-05,F,16326583,1072,MENSAL,1,95998661,204377,2022-01-12,20,20,,,,IPCA,400000.0,1779271.0,30.0,3635178.0,1957-09-02,MASCULINO
7522671,1960-10-15,F,16328218,1075,MENSAL,1,95998669,204375,2022-01-13,30,9999,30.0,,,IPCA,400000.0,,,,,
7603006,1995-01-17,M,16326533,688,MENSAL,1,95998677,151019,2022-02-16,20,20,,,,IPCA,180000.0,1809352.0,50.0,3635193.0,1966-04-27,FEMININO
7603006,1995-01-17,M,16326533,688,MENSAL,1,95998677,151019,2022-02-16,20,20,,,,IPCA,180000.0,1809658.0,50.0,3635194.0,1998-08-12,MASCULINO
7614110,1980-11-03,M,16331359,688,MENSAL,1,95998683,151019,2022-01-13,20,20,,,,IPCA,200000.0,1820143.0,25.0,3635666.0,2009-03-12,MASCULINO
7614110,1980-11-03,M,16331359,688,MENSAL,1,95998683,151019,2022-01-13,20,20,,,,IPCA,200000.0,1820246.0,50.0,3635627.0,1984-01-31,FEMININO
7614110,1980-11-03,M,16331359,688,MENSAL,1,95998683,151019,2022-01-13,20,20,,,,IPCA,200000.0,1820450.0,25.0,3635628.0,2014-11-03,FEMININO
2808113,1966-08-03,M,16327366,1074,MENSAL,1,95998686,204374,2022-01-31,10,9999,,,,IPCA,1000000.0,1824208.0,50.0,3635323.0,1984-11-13,NÃO INFORMADO
