CONCLIENTE,dataNascimentoCliente,sexoCliente,CONINSCRICAO,CONPRODUTO,periodicidadeCobranca,parcelamento,CONITEMCONTRATADO,codigoSistemaItemContratado,dataInicioVigenciaCobertura,prazoContribuicao,prazoCobertura,prazoDecrescimoItemContratado,prazoCertoRendaItemContratado,prazoMinimoGarantidoRendaItemContratado,indiceReajusteItemContratado,valorCapitalSeguradoItemContratadoInicial,CONITEMCONTRATADOBENEFICIARIO,percentualParticipacaoBeneficio,CONBENEFICIARIO,dataNascimentoBeneficiario,sexoBeneficiario
1750926,1977-10-06,M,16013091,895,MENSAL,1,94352363,203045,2022-01-06,15,9999,,,,IPCA,100000.0,1840596.0,30.0,3616260.0,2006-04-14,FEMININO
1750926,1977-10-06,M,16013091,895,MENSAL,1,94352363,203045,2022-01-06,15,9999,,,,IPCA,100000.0,1840697.0,40.0,3616259.0,1976-05-29,FEMININO
1750926,1977-10-06,M,16013091,895,MENSAL,1,94352363,203045,2022-01-06,15,9999,,,,IPCA,100000.0,1841208.0,30.0,3616261.0,1997-11-25,MASCULINO
4300961,1957-04-15,M,16010702,895,MENSAL,1,94352382,203045,2022-01-06,9999,9999,,,,IPCA,50000.0,1841180.0,100.0,3475459.0,1965-09-15,NÃO INFORMADO
3073128,1964-11-15,M,16013359,895,MENSAL,1,94352411,203045,2022-01-11,15,9999,,,,IPCA,342179.29,,,,,
7488418,1963-03-05,F,16012274,1072,MENSAL,1,94352479,204377,2022-01-06,10,10,,,,IPCA,400000.0,1848767.0,25.0,3615870.0,1983-05-21,MASCULINO
7488418,1963-03-05,F,16012274,1072,MENSAL,1,94352479,204377,2022-01-06,10,10,,,,IPCA,400000.0,1848819.0,25.0,3615868.0,1994-07-24,MASCULINO
7488418,1963-03-05,F,16012274,1072,MENSAL,1,94352479,204377,2022-01-06,10,10,,,,IPCA,400000.0,1848870.0,25.0,3615871.0,1991-02-03,MASCULINO
7488418,1963-03-05,F,16012274,1072,MENSAL,1,94352479,204377,2022-01-06,10,10,,,,IPCA,400000.0,1849073.0,25.0,3615869.0,1958-02-01,NÃO INFORMADO
7500705,1972-12-06,M,16029621,895,MENSAL,1,94633304,203045,2022-01-14,9999,9999,,,,IPCA,76124.27,,,,,
7497354,1988-06-26,F,16028477,895,MENSAL,1,94633305,203045,2022-01-04,15,9999,,,,IPCA,63000.0,1862626.0,100.0,3617233.0,1991-08-04,MASCULINO
1436233,1980-03-14,F,16066520,1072,MENSAL,1,94633410,204377,2022-01-15,20,20,,,,IPCA,1000000.0,,,,,
2700079,1966-05-20,F,16028390,1072,MENSAL,1,94633417,204377,2022-01-06,10,10,,,,IPCA,400000.0,1842873.0,34.0,26026.0,1991-02-07,MASCULINO
2700079,1966-05-20,F,16028390,1072,MENSAL,1,94633417,204377,2022-01-06,10,10,,,,IPCA,400000.0,1843218.0,33.0,26119.0,1992-05-11,MASCULINO
2700079,1966-05-20,F,16028390,1072,MENSAL,1,94633417,204377,2022-01-06,10,10,,,,IPCA,400000.0,1843421.0,33.0,26120.0,2004-06-06,MASCULINO
2312553,1986-03-29,F,16066543,1072,MENSAL,1,94633660,204377,2022-01-02,30,30,,,,IPCA,1100000.0,1856322.0,80.0,3617688.0,1987-09-11,MASCULINO
2312553,1986-03-29,F,16066543,1072,MENSAL,1,94633660,204377,2022-01-02,30,30,,,,IPCA,1100000.0,1856526.0,20.0,3617689.0,2003-09-21,MASCULINO
7503154,1983-03-04,F,16069780,1072,MENSAL,1,94648065,204377,2022-01-06,30,30,,,,IPCA,400000.0,,,,,
7502888,1965-03-11,F,16069524,1072,MENSAL,1,94648316,204377,2022-01-06,10,10,,,,IPCA,500000.0,1878928.0,50.0,3618132.0,1987-11-30,MASCULINO
7502888,1965-03-11,F,16069524,1072,MENSAL,1,94648316,204377,2022-01-06,10,10,,,,IPCA,500000.0,1879488.0,50.0,3618133.0,1988-03-11,MASCULINO
7133628,1980-04-12,F,16071971,896,MENSAL,1,94654315,203046,2022-01-08,23,9999,10.0,,,IPCA,210000.0,1840750.0,50.0,3561357.0,2015-01-07,MASCULINO
7133628,1980-04-12,F,16071971,896,MENSAL,1,94654315,203046,2022-01-08,23,9999,10.0,,,IPCA,210000.0,1840801.0,50.0,3561337.0,2009-12-31,MASCULINO
1189524,1975-08-02,F,16071732,895,MENSAL,1,94654320,203045,2022-01-06,15,9999,,,,IPCA,130000.0,,,,,
3244840,1992-10-02,M,16071284,895,MENSAL,1,94654335,203045,2022-01-06,15,9999,,,,IPCA,104674.12,1863188.0,100.0,3186368.0,1958-06-20,FEMININO
3503292,1973-07-29,M,16071512,1072,MENSAL,1,94654602,204377,2022-01-06,10,10,,,,IPCA,400000.0,,,,,
5193275,1976-01-16,F,16071734,1074,MENSAL,1,94654606,204374,2022-01-27,10,9999,,,,IPCA,400000.0,,,,,
4928591,1961-01-24,M,16076258,895,MENSAL,1,94809083,203045,2022-01-16,9999,9999,,,,IPCA,350000.0,1840749.0,100.0,3619457.0,1985-10-17,FEMININO
3452673,1963-10-05,F,16076641,895,MENSAL,1,94809087,203045,2022-02-03,9999,9999,,,,IPCA,150000.0,,,,,
5886338,1990-03-02,F,16074178,896,MENSAL,1,94809091,203046,2022-01-06,9999,9999,30.0,,,IPCA,300000.0,1841840.0,25.0,3619132.0,1973-11-22,MASCULINO
5886338,1990-03-02,F,16074178,896,MENSAL,1,94809091,203046,2022-01-06,9999,9999,30.0,,,IPCA,300000.0,1841942.0,25.0,3619133.0,1989-12-12,MASCULINO
5886338,1990-03-02,F,16074178,896,MENSAL,1,94809091,203046,2022-01-06,9999,9999,30.0,,,IPCA,300000.0,1842706.0,50.0,3619131.0,1957-06-06,FEMININO
7508895,1977-05-19,M,16077734,896,MENSAL,1,94809102,203046,2022-01-13,30,9999,10.0,,,IPCA,200000.0,1840927.0,40.0,3619723.0,2015-01-07,MASCULINO
7508895,1977-05-19,M,16077734,896,MENSAL,1,94809102,203046,2022-01-13,30,9999,10.0,,,IPCA,200000.0,1841079.0,20.0,3619721.0,1980-04-12,NÃO INFORMADO
7508895,1977-05-19,M,16077734,896,MENSAL,1,94809102,203046,2022-01-13,30,9999,10.0,,,IPCA,200000.0,1841181.0,40.0,3619722.0,2009-12-31,MASCULINO
7505434,1979-08-02,F,16074878,1073,MENSAL,1,94809153,204373,2022-01-03,30,9999,,,,IPCA,2700000.0,1848867.0,100.0,3619306.0,1972-08-15,MASCULINO
7454357,1985-11-19,F,16092505,1072,MENSAL,1,94809700,204377,2022-01-16,15,15,,,,IPCA,1700000.0,1880073.0,100.0,3619867.0,2017-07-19,NÃO INFORMADO
7509952,1984-03-22,F,16092504,1072,MENSAL,1,94809713,204377,2022-01-16,15,15,,,,IPCA,1560000.0,1874578.0,100.0,3619866.0,2017-07-19,NÃO INFORMADO
7513164,1981-04-15,F,16097395,1075,MENSAL,1,94838023,204375,2022-01-16,9999,9999,30.0,,,IPCA,500000.0,,,,,
3179858,1994-07-23,F,16097405,1075,MENSAL,1,94838030,204375,2022-01-11,9999,9999,30.0,,,IPCA,400000.0,1404473.0,100.0,3104219.0,1963-02-09,FEMININO
7513107,1964-12-31,M,16097340,1073,MENSAL,1,94838228,204373,2022-01-06,15,9999,,,,IPCA,400000.0,1831992.0,50.0,3620563.0,1987-11-20,MASCULINO
7513107,1964-12-31,M,16097340,1073,MENSAL,1,94838228,204373,2022-01-06,15,9999,,,,IPCA,400000.0,1832451.0,50.0,3620562.0,2003-06-06,MASCULINO
7515315,1960-07-20,M,16108625,895,MENSAL,1,94908491,203045,2022-01-11,9999,9999,,,,IPCA,211038.56,,,,,
5636005,1962-07-09,F,16108700,895,MENSAL,1,94908492,203045,2022-02-03,15,9999,,,,IPCA,55000.0,,,,,
7515393,1967-10-18,F,16108712,1072,MENSAL,1,94908832,204377,2022-01-09,10,10,,,,IPCA,400000.0,1879921.0,100.0,3621187.0,1991-05-09,MASCULINO
7553426,1987-05-03,F,16208112,1072,MENSAL,1,95470114,204377,2022-01-16,20,20,,,,IPCA,500000.0,1902331.0,50.0,3624541.0,1982-01-25,NÃO INFORMADO
7553426,1987-05-03,F,16208112,1072,MENSAL,1,95470114,204377,2022-01-16,20,20,,,,IPCA,500000.0,1902432.0,50.0,3624540.0,2013-08-26,MASCULINO
7575887,1976-01-06,F,16259947,1072,MENSAL,1,95685251,204377,2022-01-11,10,10,,,,IPCA,400000.0,1902436.0,50.0,3629581.0,2017-07-09,FEMININO
7575887,1976-01-06,F,16259947,1072,MENSAL,1,95685251,204377,2022-01-11,10,10,,,,IPCA,400000.0,1902590.0,50.0,3629580.0,2012-06-07,FEMININO
7577261,1978-03-16,M,16268686,1072,MENSAL,1,95704738,204377,2022-02-08,20,20,,,,IPCA,3000000.0,1564352.0,100.0,3630058.0,2000-01-01,NÃO INFORMADO
1262967,1976-03-08,M,16269849,1075,MENSAL,1,95704800,204375,2022-02-02,9999,9999,20.0,,,IPCA,500000.0,1652913.0,50.0,3630320.0,2004-09-17,MASCULINO
1262967,1976-03-08,M,16269849,1075,MENSAL,1,95704800,204375,2022-02-02,9999,9999,20.0,,,IPCA,500000.0,1653270.0,50.0,3630319.0,2000-08-06,MASCULINO
4214157,1974-07-14,M,16211195,1072,MENSAL,1,95470103,204377,2022-01-16,10,10,,,,IPCA,800000.0,1902229.0,45.0,3752047.0,2022-09-06,FEMININO
4214157,1974-07-14,M,16211195,1072,MENSAL,1,95470103,204377,2022-01-16,10,10,,,,IPCA,800000.0,1902280.0,30.0,3625236.0,2006-06-23,MASCULINO
4214157,1974-07-14,M,16211195,1072,MENSAL,1,95470103,204377,2022-01-16,10,10,,,,IPCA,800000.0,1903248.0,25.0,3752046.0,1988-08-15,FEMININO
3928468,1957-12-21,M,16269134,895,MENSAL,1,95704983,203045,2022-02-06,20,9999,,,,IPCA,100000.0,,,,,
7577063,1970-06-26,M,16268567,1072,MENSAL,1,95705008,204377,2022-01-11,15,15,,,,IPCA,400000.0,1824076.0,50.0,3629964.0,2011-09-09,MASCULINO
7577063,1970-06-26,M,16268567,1072,MENSAL,1,95705008,204377,2022-01-11,15,15,,,,IPCA,400000.0,1824483.0,50.0,3629963.0,1978-02-07,NÃO INFORMADO
5771263,1980-09-30,F,16269484,1072,MENSAL,1,95705075,204377,2022-02-06,20,20,,,,IPCA,500000.0,1842053.0,100.0,3630387.0,2016-09-03,MASCULINO
7580068,1986-08-12,M,16269379,1072,MENSAL,1,95705081,204377,2022-02-06,25,25,,,,IPCA,1000000.0,1846374.0,50.0,3630283.0,1989-01-25,NÃO INFORMADO
7580068,1986-08-12,M,16269379,1072,MENSAL,1,95705081,204377,2022-02-06,25,25,,,,IPCA,1000000.0,1846680.0,50.0,3630284.0,1955-08-11,FEMININO
947896,1959-07-07,F,16268513,1072,MENSAL,1,95705440,204377,2022-01-16,10,10,,,,IPCA,400000.0,1886760.0,50.0,1365164.0,1939-02-16,FEMININO
947896,1959-07-07,F,16268513,1072,MENSAL,1,95705440,204377,2022-01-16,10,10,,,,IPCA,400000.0,1886861.0,25.0,3630028.0,1986-05-15,MASCULINO
947896,1959-07-07,F,16268513,1072,MENSAL,1,95705440,204377,2022-01-16,10,10,,,,IPCA,400000.0,1887065.0,25.0,3630029.0,1992-01-15,MASCULINO
7577463,1982-04-17,M,16268824,1072,MENSAL,1,95705442,204377,2022-02-04,20,20,,,,IPCA,400000.0,1886682.0,50.0,3630149.0,1985-07-30,NÃO INFORMADO
7577463,1982-04-17,M,16268824,1072,MENSAL,1,95705442,204377,2022-02-04,20,20,,,,IPCA,400000.0,1887038.0,50.0,3630150.0,2017-02-19,MASCULINO
7579960,1986-06-16,F,16269751,895,MENSAL,1,95705449,203045,2022-01-23,9999,9999,,,,IPCA,150000.0,,,,,
1801734,1965-12-12,F,16268154,895,MENSAL,1,95705450,203045,2022-02-06,9999,9999,,,,IPCA,53000.0,1913781.0,33.33,3629926.0,1991-06-16,MASCULINO
1801734,1965-12-12,F,16268154,895,MENSAL,1,95705450,203045,2022-02-06,9999,9999,,,,IPCA,53000.0,1913831.0,33.33,3629925.0,1989-12-03,MASCULINO
1801734,1965-12-12,F,16268154,895,MENSAL,1,95705450,203045,2022-02-06,9999,9999,,,,IPCA,53000.0,1913984.0,33.34,3629927.0,1992-09-18,MASCULINO
7579947,1977-05-10,M,16269702,895,MENSAL,1,95705451,203045,2022-01-22,9999,9999,,,,IPCA,80000.0,1891286.0,25.0,3630297.0,2007-05-24,MASCULINO
7579947,1977-05-10,M,16269702,895,MENSAL,1,95705451,203045,2022-01-22,9999,9999,,,,IPCA,80000.0,1891336.0,25.0,3630296.0,1979-10-04,NÃO INFORMADO
7579947,1977-05-10,M,16269702,895,MENSAL,1,95705451,203045,2022-01-22,9999,9999,,,,IPCA,80000.0,1891592.0,25.0,3630298.0,2002-07-08,MASCULINO
7579947,1977-05-10,M,16269702,895,MENSAL,1,95705451,203045,2022-01-22,9999,9999,,,,IPCA,80000.0,1891795.0,25.0,3630299.0,2003-10-19,MASCULINO
7557022,1985-03-14,F,16207620,1074,MENSAL,1,95470100,204374,2022-01-11,10,9999,,,,IPCA,1700000.0,,,,,
5626824,1976-02-18,M,16208175,1072,MENSAL,1,95470090,204377,2022-01-16,30,30,,,,IPCA,500000.0,,,,,
7550025,1988-10-02,M,16180717,895,MENSAL,1,95384619,203045,2022-01-06,9999,9999,,,,IPCA,80000.0,1892252.0,50.0,3624126.0,1985-10-11,NÃO INFORMADO
7550025,1988-10-02,M,16180717,895,MENSAL,1,95384619,203045,2022-01-06,9999,9999,,,,IPCA,80000.0,1892711.0,50.0,3624127.0,2015-12-28,MASCULINO
2841214,1971-09-28,M,16268644,1072,MENSAL,1,95705633,204377,2022-01-21,10,10,,,,IPCA,400000.0,,,,,
5785337,1984-05-23,M,16269972,1072,MENSAL,1,95705635,204377,2022-01-11,10,10,,,,IPCA,500000.0,1909359.0,100.0,3630337.0,1956-02-16,FEMININO
7580377,1986-03-29,M,16270199,1075,MENSAL,1,95705658,204375,2022-02-07,9999,9999,20.0,,,IPCA,1500000.0,1928702.0,100.0,3630482.0,1991-01-05,NÃO INFORMADO
2815983,1979-02-26,M,16269568,1072,MENSAL,1,95705667,204377,2022-01-16,30,30,,,,IPCA,500000.0,,,,,
3784444,1966-10-20,M,16268523,1072,MENSAL,1,95705674,204377,2022-01-11,10,10,,,,IPCA,400000.0,1903550.0,34.0,3630034.0,1996-08-07,MASCULINO
3784444,1966-10-20,M,16268523,1072,MENSAL,1,95705674,204377,2022-01-11,10,10,,,,IPCA,400000.0,1904010.0,33.0,3630035.0,1991-11-14,MASCULINO
3784444,1966-10-20,M,16268523,1072,MENSAL,1,95705674,204377,2022-01-11,10,10,,,,IPCA,400000.0,1904265.0,33.0,3630033.0,1990-09-06,MASCULINO
7577160,1986-03-25,F,16268790,1073,MENSAL,1,95705682,204373,2022-01-21,9999,9999,,,,IPCA,400000.0,1903449.0,100.0,3630030.0,1989-03-19,MASCULINO
5157020,1985-04-22,M,16269167,1072,MENSAL,1,95705717,204377,2022-01-24,10,10,,,,IPCA,500000.0,1928805.0,50.0,3630236.0,2013-05-13,MASCULINO
5157020,1985-04-22,M,16269167,1072,MENSAL,1,95705717,204377,2022-01-24,10,10,,,,IPCA,500000.0,1929110.0,50.0,3630237.0,2020-11-24,MASCULINO
4699766,1984-08-25,M,16269640,1072,MENSAL,1,95705738,204377,2022-01-11,20,20,,,,IPCA,800000.0,1910407.0,100.0,3630352.0,1986-10-17,NÃO INFORMADO
7577162,1982-05-29,M,16268795,1073,MENSAL,1,95705741,204373,2022-01-11,9999,9999,,,,IPCA,1700000.0,1909287.0,100.0,3630036.0,1980-09-06,NÃO INFORMADO
3438054,1968-11-21,M,16270022,1075,MENSAL,1,95705753,204375,2022-01-03,9999,9999,30.0,,,IPCA,1500000.0,1906958.0,100.0,3502957.0,1971-11-24,NÃO INFORMADO
4344293,1975-01-19,M,16269560,1072,MENSAL,1,95705756,204377,2022-01-11,10,10,,,,IPCA,400000.0,1906551.0,25.0,3630288.0,1987-12-17,NÃO INFORMADO
4344293,1975-01-19,M,16269560,1072,MENSAL,1,95705756,204377,2022-01-11,10,10,,,,IPCA,400000.0,1906704.0,25.0,3630291.0,2012-03-05,MASCULINO
4344293,1975-01-19,M,16269560,1072,MENSAL,1,95705756,204377,2022-01-11,10,10,,,,IPCA,400000.0,1906908.0,25.0,3630289.0,1994-10-29,MASCULINO
4344293,1975-01-19,M,16269560,1072,MENSAL,1,95705756,204377,2022-01-11,10,10,,,,IPCA,400000.0,1907265.0,25.0,3630290.0,2000-01-08,MASCULINO
1453370,1982-02-14,M,16268841,1072,MENSAL,1,95705763,204377,2022-02-06,30,30,,,,IPCA,1000000.0,,,,,
3702735,1987-03-28,F,16269555,1073,MENSAL,1,95705768,204373,2022-02-11,9999,9999,,,,IPCA,1000000.0,,,,,
5529013,1987-05-12,F,16270133,1073,MENSAL,1,95705773,204373,2022-01-31,9999,9999,,,,IPCA,700000.0,,,,,
168499,1990-06-12,F,16275396,895,MENSAL,1,95733163,203045,2022-02-02,9999,9999,,,,IPCA,20000.0,,,,,
7551345,1972-10-20,M,16182358,895,MENSAL,1,95384616,203045,2022-01-11,9999,9999,,,,IPCA,102780.79,1913704.0,12.5,3624217.0,1996-03-12,MASCULINO
7551345,1972-10-20,M,16182358,895,MENSAL,1,95384616,203045,2022-01-11,9999,9999,,,,IPCA,102780.79,1913958.0,12.5,3624218.0,2003-12-15,MASCULINO
7551345,1972-10-20,M,16182358,895,MENSAL,1,95384616,203045,2022-01-11,9999,9999,,,,IPCA,102780.79,1914264.0,50.0,3624215.0,1979-10-04,NÃO INFORMADO
7551345,1972-10-20,M,16182358,895,MENSAL,1,95384616,203045,2022-01-11,9999,9999,,,,IPCA,102780.79,1914417.0,12.5,3624219.0,2010-04-23,MASCULINO
7551345,1972-10-20,M,16182358,895,MENSAL,1,95384616,203045,2022-01-11,9999,9999,,,,IPCA,102780.79,1914723.0,12.5,3624216.0,1995-01-13,MASCULINO
4393004,1953-10-22,M,16274859,895,MENSAL,1,95733658,203045,2022-01-31,9999,9999,,,,IPCA,77079.72,1893234.0,50.0,3577909.0,2011-03-05,MASCULINO
4393004,1953-10-22,M,16274859,895,MENSAL,1,95733658,203045,2022-01-31,9999,9999,,,,IPCA,77079.72,1893438.0,50.0,2858218.0,2007-10-19,MASCULINO
4650319,1969-08-13,M,16275060,895,MENSAL,1,95733660,203045,2022-01-26,9999,9999,,,,IPCA,250470.2,,,,,
4142822,1974-09-03,F,16275175,1076,MENSAL,1,95733747,204376,2022-01-16,10,9999,10.0,,,IPCA,400000.0,1906598.0,50.0,2833969.0,2008-11-29,MASCULINO
4142822,1974-09-03,F,16275175,1076,MENSAL,1,95733747,204376,2022-01-16,10,9999,10.0,,,IPCA,400000.0,1907413.0,50.0,3291743.0,2006-03-16,MASCULINO
5942200,1988-06-18,F,16275590,1072,MENSAL,1,95733756,204377,2022-01-16,10,10,,,,IPCA,400000.0,,,,,
2343352,1983-04-05,F,16275171,1072,MENSAL,1,95734322,204377,2022-01-11,30,30,,,,IPCA,400000.0,,,,,
455566,1956-04-23,M,16275250,1076,MENSAL,1,95734332,204376,2022-01-16,10,9999,10.0,,,IPCA,400000.0,1922741.0,100.0,2508062.0,1979-06-03,MASCULINO
7581424,1968-09-25,F,16275460,1073,MENSAL,1,95734333,204373,2022-02-03,30,9999,,,,IPCA,800000.0,1921209.0,100.0,3630820.0,2007-12-14,MASCULINO
7582185,1976-08-13,F,16274633,1072,MENSAL,1,95734354,204377,2022-01-09,20,20,,,,IPCA,1000000.0,1920053.0,33.0,3630651.0,2002-10-25,MASCULINO
7582185,1976-08-13,F,16274633,1072,MENSAL,1,95734354,204377,2022-01-09,20,20,,,,IPCA,1000000.0,1920308.0,33.0,3630652.0,2005-01-12,MASCULINO
7582185,1976-08-13,F,16274633,1072,MENSAL,1,95734354,204377,2022-01-09,20,20,,,,IPCA,1000000.0,1920767.0,34.0,3630650.0,1975-03-01,MASCULINO
3196271,1957-07-22,F,16184408,895,MENSAL,1,95384615,203045,2022-01-11,15,9999,,,,IPCA,31055.08,1892150.0,33.0,1086598.0,1984-04-17,MASCULINO
3196271,1957-07-22,F,16184408,895,MENSAL,1,95384615,203045,2022-01-11,15,9999,,,,IPCA,31055.08,1892302.0,34.0,3624467.0,2014-05-13,MASCULINO
3196271,1957-07-22,F,16184408,895,MENSAL,1,95384615,203045,2022-01-11,15,9999,,,,IPCA,31055.08,1892863.0,33.0,1086599.0,1981-10-13,MASCULINO
5349209,1978-12-08,M,16278754,1073,MENSAL,1,95740718,204373,2022-01-16,9999,9999,,,,IPCA,400000.0,,,,,
3177687,1973-04-01,M,16277891,1072,MENSAL,1,95740850,204377,2022-02-13,10,10,,,,IPCA,1000000.0,1913912.0,16.66,3631155.0,2002-04-23,MASCULINO
3177687,1973-04-01,M,16277891,1072,MENSAL,1,95740850,204377,2022-02-13,10,10,,,,IPCA,1000000.0,1914218.0,16.67,3631152.0,2007-06-04,MASCULINO
3177687,1973-04-01,M,16277891,1072,MENSAL,1,95740850,204377,2022-02-13,10,10,,,,IPCA,1000000.0,1914371.0,16.67,3631154.0,2012-04-05,MASCULINO
3177687,1973-04-01,M,16277891,1072,MENSAL,1,95740850,204377,2022-02-13,10,10,,,,IPCA,1000000.0,1914677.0,50.0,3631153.0,1973-09-12,NÃO INFORMADO
4710365,1984-07-21,F,16278554,895,MENSAL,1,95740872,203045,2022-01-31,15,9999,,,,IPCA,65000.0,1886768.0,25.0,3631392.0,2010-03-11,MASCULINO
4710365,1984-07-21,F,16278554,895,MENSAL,1,95740872,203045,2022-01-31,15,9999,,,,IPCA,65000.0,1886869.0,25.0,3631394.0,2018-11-25,MASCULINO
4710365,1984-07-21,F,16278554,895,MENSAL,1,95740872,203045,2022-01-31,15,9999,,,,IPCA,65000.0,1887073.0,25.0,3631393.0,2016-06-11,MASCULINO
4710365,1984-07-21,F,16278554,895,MENSAL,1,95740872,203045,2022-01-31,15,9999,,,,IPCA,65000.0,1887707.0,25.0,3631390.0,1974-12-30,NÃO INFORMADO
6198170,1980-06-28,M,16278543,895,MENSAL,1,95740883,203045,2022-01-30,20,9999,,,,IPCA,70000.0,,,,,
2535958,1981-04-30,M,16277976,1072,MENSAL,1,95741000,204377,2022-01-26,10,10,,,,IPCA,2000000.0,,,,,
7583199,1985-09-02,M,16277926,1076,MENSAL,1,95741017,204376,2022-02-11,10,9999,10.0,,,IPCA,500000.0,1909005.0,100.0,3631163.0,1989-02-04,NÃO INFORMADO
7565353,1996-07-18,M,16278046,1075,MENSAL,1,95741018,204375,2022-01-16,9999,9999,30.0,,,IPCA,400000.0,,,,,
7565353,1996-07-18,M,16278048,1072,MENSAL,1,95741019,204377,2022-01-16,30,30,,,,IPCA,750000.0,,,,,
4251254,1995-03-09,F,16278251,1075,MENSAL,1,95741024,204375,2022-01-16,9999,9999,30.0,,,IPCA,400000.0,,,,,
4251254,1995-03-09,F,16278252,1072,MENSAL,1,95741025,204377,2022-01-16,30,30,,,,IPCA,800000.0,,,,,
7583711,1957-05-06,M,16278351,1072,MENSAL,1,95741055,204377,2022-01-26,10,10,,,,IPCA,400000.0,1928806.0,20.0,3631310.0,2018-07-14,MASCULINO
7583711,1957-05-06,M,16278351,1072,MENSAL,1,95741055,204377,2022-01-26,10,10,,,,IPCA,400000.0,1928857.0,15.0,3631313.0,1983-05-10,MASCULINO
7583711,1957-05-06,M,16278351,1072,MENSAL,1,95741055,204377,2022-01-26,10,10,,,,IPCA,400000.0,1929111.0,15.0,3631311.0,1986-04-28,MASCULINO
7583711,1957-05-06,M,16278351,1072,MENSAL,1,95741055,204377,2022-01-26,10,10,,,,IPCA,400000.0,1929316.0,20.0,3631312.0,2018-07-14,MASCULINO
7583711,1957-05-06,M,16278351,1072,MENSAL,1,95741055,204377,2022-01-26,10,10,,,,IPCA,400000.0,1929366.0,15.0,3631309.0,1985-04-02,MASCULINO
7583711,1957-05-06,M,16278351,1072,MENSAL,1,95741055,204377,2022-01-26,10,10,,,,IPCA,400000.0,1929673.0,15.0,3631314.0,2009-05-19,NÃO INFORMADO
7583712,1964-05-31,M,16278357,1072,MENSAL,1,95741059,204377,2022-01-26,10,10,,,,IPCA,400000.0,1907417.0,100.0,3631317.0,1977-06-25,NÃO INFORMADO
4498230,1978-03-22,F,16278958,1072,MENSAL,1,95741064,204377,2022-02-11,20,20,,,,IPCA,1000000.0,1909745.0,33.0,2864502.0,2006-05-16,MASCULINO
4498230,1978-03-22,F,16278958,1072,MENSAL,1,95741064,204377,2022-02-11,20,20,,,,IPCA,1000000.0,1909795.0,33.0,692431.0,2010-02-11,MASCULINO
4498230,1978-03-22,F,16278958,1072,MENSAL,1,95741064,204377,2022-02-11,20,20,,,,IPCA,1000000.0,1910662.0,34.0,3631466.0,2015-10-15,MASCULINO
2069648,1961-09-17,M,16183345,896,MENSAL,1,95384601,203046,2022-01-11,15,9999,10.0,,,IPCA,100000.0,,,,,
5285331,1954-12-02,F,16171433,895,MENSAL,1,95384591,203045,2022-02-03,15,9999,,,,IPCA,160812.08,1914263.0,50.0,3623927.0,1992-02-24,MASCULINO
5285331,1954-12-02,F,16171433,895,MENSAL,1,95384591,203045,2022-02-03,15,9999,,,,IPCA,160812.08,1914722.0,50.0,2785741.0,1978-11-13,MASCULINO
1918093,1968-01-26,M,16173635,1072,MENSAL,1,95384567,204377,2022-01-13,10,10,,,,IPCA,1000000.0,1888856.0,40.0,3623960.0,1990-12-23,MASCULINO
1918093,1968-01-26,M,16173635,1072,MENSAL,1,95384567,204377,2022-01-13,10,10,,,,IPCA,1000000.0,1889316.0,20.0,3623961.0,1982-08-23,NÃO INFORMADO
1918093,1968-01-26,M,16173635,1072,MENSAL,1,95384567,204377,2022-01-13,10,10,,,,IPCA,1000000.0,1889825.0,40.0,3623962.0,2016-11-08,MASCULINO
7585580,1984-04-10,F,16285606,895,MENSAL,1,95778276,203045,2022-01-26,20,9999,,,,IPCA,79716.76,1424173.0,100.0,3631862.0,2009-02-25,MASCULINO
7585559,1990-05-15,M,16285554,592,MENSAL,1,95778312,202882,2022-01-04,34,34,,,,INPC,106857.32,1539724.0,100.0,3631807.0,1901-01-01,NÃO INFORMADO
1917466,1977-05-13,M,16286263,592,MENSAL,1,95778351,202882,2022-01-04,21,21,,,,INPC,47353.44,1668373.0,100.0,3632065.0,1901-01-01,NÃO INFORMADO
1917466,1977-05-13,M,16286261,576,MENSAL,1,95778352,202883,2022-01-04,21,21,,,,INPC,55565.36,,,,,
2736848,1981-09-28,M,16286268,592,MENSAL,1,95778353,202882,2022-01-04,28,28,,,,INPC,82148.15,1677374.0,100.0,2789478.0,1901-01-01,NÃO INFORMADO
2736848,1981-09-28,M,16286265,576,MENSAL,1,95778354,202883,2022-01-04,28,28,,,,INPC,108984.56,,,,,
7530000,1992-08-02,M,16286266,592,MENSAL,1,95778355,202882,2022-01-04,31,31,,,,INPC,142207.45,1693641.0,100.0,3632064.0,1901-01-01,NÃO INFORMADO
7530000,1992-08-02,M,16286267,576,MENSAL,1,95778356,202883,2022-01-04,31,31,,,,INPC,129004.96,,,,,
7585568,1990-03-03,M,16285577,1072,MENSAL,1,95778378,204377,2022-01-21,20,20,,,,IPCA,1000000.0,,,,,
7584575,1985-05-27,M,16284649,1072,MENSAL,1,95778407,204377,2022-01-16,25,25,,,,IPCA,1000000.0,1816432.0,20.0,3631605.0,2021-01-02,MASCULINO
7584575,1985-05-27,M,16284649,1072,MENSAL,1,95778407,204377,2022-01-16,25,25,,,,IPCA,1000000.0,1816738.0,80.0,3631604.0,1986-03-17,NÃO INFORMADO
